text,label
I would like to request urgent assistance with a major issue affecting my account access.,complaint
I’m feeling quite confused about the new changes; I need a detailed explanation to understand better.,complaint
I’d like to report a missing feature that was promised during the onboarding process; this is disappointing.,complaint
Can you please clarify the reason for the recent changes to my account settings? It’s very confusing.,complaint
I’m frustrated with how long it’s taking to resolve my ticket; it has been open for over a week now.,complaint
I’m unhappy with the lack of proactive communication about the system issues; it’s led to unnecessary confusion.,complaint
I’d like to provide feedback on the new software version; it feels less user-friendly than before.,complaint
Could you assist me in retrieving my archived files? I’m unable to access them as needed.,complaint
I’m feeling quite lost with the new changes; I need clearer documentation or support.,complaint
Can someone explain the sudden changes to my billing? This was unexpected and has caused some issues.,complaint
I’d like to express my frustration regarding the lack of timely updates on my ticket status.,complaint
I need clarification on the restrictions placed on my account; they were not communicated effectively.,complaint
I’m feeling quite confused about how to utilize the new features; I need detailed guidance.,complaint
I’m disappointed with the lack of responsiveness from customer support; I expected better service.,complaint
Can you please check into why my account has been deactivated? This has caused significant disruption.,complaint
I need urgent help with a feature that isn’t working as intended; it’s affecting my business operations.,complaint
I’m frustrated with the slow response times; it’s making it difficult to get the help I need when I need it.,complaint
I’d like to request a review of my recent support experience; it did not meet my expectations.,complaint
I’m feeling quite disappointed that my feedback hasn’t been acted upon; it’s disheartening as a customer.,complaint
I am writing to seek clarification regarding the discrepancies in my billing; it’s concerning.,complaint
I’m quite upset that my last issue was not resolved adequately; I need further assistance.,complaint
Could you provide more information about the service interruptions we’ve experienced?,complaint
I’m feeling frustrated by the lack of clear documentation regarding the new features; it’s causing confusion.,complaint
I’d like to report an issue with the export function; it’s not working correctly as promised.,complaint
Could someone please assist me with my account settings? I’m not sure what changes were made.,complaint
I’m writing to express my frustration that my previous ticket was closed without my approval.,complaint
I’m quite confused about how to navigate the new interface; it’s not intuitive compared to the previous version.,complaint
Can you please check into my account? I believe there has been a mistake regarding the billing.,complaint
I’m feeling let down by the service quality lately; it doesn’t align with the expectations set during onboarding.,complaint
Could someone please help me with the setup process? I’m struggling to understand the new features.,complaint
I want to express my dissatisfaction with the recent update that caused more problems than it solved.,complaint
I’m quite frustrated by the lack of support during critical times; it seems we can’t rely on timely assistance.,complaint
"I’m having trouble accessing my account today, can you help?",other
I received an unexpected charge this month and I’m not sure why.,other
Could someone clarify how the new features work? I’m a bit confused.,other
"I appreciate your service, but the recent updates have made my workflows harder.",other
I noticed a bug in the reporting function; it’s not displaying the correct data.,other
Can you guide me on how to reset my password? I can’t seem to remember it.,other
I’ve been trying to integrate your software with my CRM but it’s not working.,other
"I love your product, but the recent performance issues are quite frustrating!",other
"I just found out that my subscription has expired, but I didn’t receive any reminders.",other
What are the steps to downgrade my account? I need something more basic.,other
"Your customer support has been great, but I would like more detailed documentation.",other
I’m really confused about the billing cycle; can you explain it again?,other
I’m frustrated that I can’t find the feature that was promised in your recent update.,other
I just want to know if there’s a way to recover deleted files from my account.,other
I sent a ticket last week and haven’t received a response; is everything okay?,other
Is there a way to get notifications via email for account activity?,other
I’m having issues with the mobile app; it keeps crashing on startup.,other
Could you let me know how to access the API? I can’t seem to find the documentation.,other
The new layout is hard to navigate; I preferred the old version.,other
I feel like I’m not getting the value I was promised when I signed up.,other
Why was my access revoked without any notice? This is quite troubling.,other
I’m trying to set up multi-factor authentication but I’m running into some issues.,other
I think there’s a misunderstanding about my subscription level; it’s not what I expected.,other
I’m really frustrated with the customer service wait times; it’s taking too long.,other
I’d like to provide some feedback on the new interface; it feels cluttered.,other
How can I retrieve my past invoices? I need them for my accounting.,other
I’m confused about the difference between the two plans; can someone clarify?,other
I’ve experienced several outages recently; can you provide any updates?,other
I wish there was a way to contact support via chat instead of email.,other
I’m disappointed that the feature I requested last year hasn’t been implemented yet.,other
Is there a mobile version of your platform? I can’t find any info on it.,other
"I really need to change my billing information, but the option is grayed out.",other
"I appreciate your quick responses, but the solutions haven’t solved my issues.",other
"Can I use my existing domain with your software, or do I need to buy a new one?",other
I’m having trouble syncing my calendar with your app; can someone assist?,other
I’d like to know what steps to take if I encounter a security issue.,other
Is there an estimated time for when the new features will be available?,other
Can someone explain how to customize my dashboard? I’m not sure where to start.,other
"I’m sorry, but I’m not satisfied with the resolution provided last time.",other
I’m a bit lost on how to set up user roles; the documentation isn’t clear.,other
Could you help me understand the data privacy measures in place?,other
"I’m experiencing a lot of lag with your software, especially during peak hours.",other
I’d appreciate clarification on your service level agreement; it’s a bit vague.,other
How do I export my data if I decide to leave your service?,other
I really need a way to schedule support calls; waiting for emails is inconvenient.,other
I’m confused about whether my plan includes support for multiple users.,other
Is there a way to change my username? I’d like something different.,other
I’m frustrated that the tutorial videos don’t cover the latest updates.,other
Can I get a refund for the last month's charge? I didn’t use the service.,other
I’m looking for help with setting up automated emails; I can’t find the option.,other
What’s the best way to track my usage without going over the limit?,other
I’ve noticed inconsistencies in the reporting data; can someone investigate?,other
Can you explain how billing cycles sync with my subscription?,other
I’m disappointed that there’s no way to contact support on weekends.,other
I need help on how to integrate with third-party applications; it’s not clear.,other
Can I get insights on feature requests that have been implemented?,other
I’m really confused about your refund policy; it doesn’t seem consistent.,other
Why am I seeing different prices when I log in to my account?,other
I wish there was a community forum where I could interact with other users.,other
How do I add additional users to my plan? My team is growing.,other
I’m having difficulty understanding the API documentation; can it be simplified?,other
Is there a limit on how many projects I can create with my current plan?,other
I’m really frustrated with the mobile app’s performance; it’s not user-friendly.,other
Could you provide more information on how to use custom fields?,other
I need assistance retrieving my password; the reset link isn’t working.,other
Can you help me with understanding the upgrade process?,other
I feel like my concerns are not being taken seriously; it’s frustrating.,other
The recent changes made to the interface are confusing; I don’t like it.,other
I’m looking for clarification on your trial period; what does it include?,other
I thought I signed up for a different plan; can you check my account?,other
I’m having issues with notifications; I’m not receiving them at all.,other
Can someone explain why my invoice is higher than expected this month?,other
I’m tired of waiting for a response to my ticket; it’s been too long.,other
I’d like to know if there are any discounts for annual subscriptions.,other
Is your software compatible with older operating systems? I’m having issues.,other
Can you assist me with setting up a demo for my team?,other
I’m really frustrated that I can’t find a phone number to call for support.,other
"I want to provide feedback, but I’m not sure how to submit it.",other
I’m confused about the different tiers of service; can you break them down?,other
I’d like more information on how to improve my security settings.,other
How do I get started with the analytics features? I’m a newbie.,other
I’m disappointed in the lack of response to my concerns about billing.,other
Can you help me understand the data retention policy? I have questions.,other
I need to cancel my subscription; can someone guide me through the process?,other
I’m experiencing delays when trying to save changes; it’s quite annoying.,other
I’d appreciate faster turnaround times for support requests; it’s a bit slow.,other
Can someone explain the benefits of switching to a higher plan?,other
I’m a bit confused about the onboarding process; can someone assist?,other
I’m frustrated with the lack of updates regarding my previous support ticket.,other
I’m having trouble accessing training materials; they seem to be missing.,other
How do I submit a feature request? I have a great idea!,other
Could someone help clarify the cancellation policy? I’m unsure.,other
"I appreciate the features, but I’m struggling with the setup process.",other
Can I change my payment method without affecting my subscription?,other
I’m feeling a bit lost regarding the different integrations available.,other
Why does it take so long to get a response for urgent inquiries?,other
I’m looking for ways to optimize my use of your product; any tips?,other
I’d like to speak with someone regarding my account; it’s urgent.,other
I’m frustrated that I can’t find the support documentation; it’s hard to navigate.,other
Can you tell me how to activate my trial version? I’m eager to start.,other
I’m confused about the limits on API calls; can you clarify?,other
Is there a possibility to extend my trial period? I need more time.,other
Can you check why my last payment didn’t go through? I’m concerned.,other
Could you provide updates on upcoming features? I’m really interested.,other
I’m feeling overwhelmed with the amount of information; can it be simplified?,other
Could I schedule a call with a support agent for more complex issues?,other
I’m not receiving the newsletter updates; can you check my subscription?,other
I’d like assistance with adjusting my account settings; I’m not sure how.,other
How can I escalate this issue? I need it resolved quickly.,other
I’m finding it hard to track my projects; is there a better way?,other
I’m disappointed with the lack of advanced features; I expected more.,other
Can someone help me with understanding the roadmap for the product?,other
I’m confused about the differences in customer support levels; can you explain?,other
I’d like to change my account email address; how do I do that?,other
Could I get assistance with linking my social media accounts?,other
I feel like my inquiries are not being prioritized; it’s quite frustrating.,other
Is there a tutorial for the new features? I’ve been having trouble finding them.,other
I need help with setting up alerts; it’s not working as expected.,other
Can someone explain the data backup options? I want to ensure my data is safe.,other
I’m looking for help integrating with my existing tools; it’s been challenging.,other
"I appreciate your help, but the solutions provided aren’t effective.",other
I’m disappointed that I haven’t received a follow-up on my recent issue.,other
I need assistance with the mobile app settings; it’s not intuitive.,other
I’m feeling a bit lost; can someone walk me through the setup process?,other
I’d like to know what happens to my data if I decide to cancel my account.,other
Can you clarify how to set up recurring payments? I’m not sure if it’s working.,other
I’m frustrated that important features seem to be missing; can you address this?,other
I’d appreciate if you could provide more clarity on data encryption practices.,other
I’m unsure about the renewal process; could you explain how it works?,other
Can you help me understand the best practices for using your software?,other
I’m disappointed with the lack of personalization options; it feels too generic.,other
